portname,communityId
"""goza_rtr,gi4/20""",182
"""gozb_rtr,self""",182
"""gozb_rtr,te2/3""",182
"""gozb_rtr,tunnel10""",182
"""gozb_rtr,te3/3""",182
"""gozb_rtr,te3/4""",182
"""gozb_rtr,gi1/2""",182
"""gozb_rtr,gi4/7""",182
"""gozb_rtr,te2/4""",182
"""gozb_rtr,gi4/4""",182
"""gozb_rtr,gi4/5""",182
"""gozb_rtr,gi4/19""",182
"""gozb_rtr,gi4/20""",182
"""pozb_rtr,self""",182
"""pozb_rtr,te3/1""",182
"""bbra_rtr,te7/3""",182
"""gozb_rtr,gi4/3""",189
"""gozb_rtr,gi4/6""",190
"""gozb_rtr,po45""",192
"""gozb_rtr,gi1/1""",194
"""gozb_rtr,gi4/12""",197
"""gozb_rtr,gi4/13""",198
"""gozb_rtr,gi4/14""",199
"""gozb_rtr,gi4/15""",200
"""gozb_rtr,gi4/16""",201
"""gozb_rtr,gi4/17""",202
"""gozb_rtr,gi4/18""",203
"""poza_rtr,gi1/2""",211
"""poza_rtr,te3/4""",214
"""poza_rtr,po30""",216
"""poza_rtr,gi4/3""",217
"""poza_rtr,gi4/48""",218
"""poza_rtr,self""",220
"""poza_rtr,gi1/1""",220
"""poza_rtr,te2/3""",220
"""poza_rtr,te2/4""",220
"""poza_rtr,te2/1""",220
"""poza_rtr,te3/3""",220
"""poza_rtr,gi4/46""",220
"""pozb_rtr,te2/3""",220
"""pozb_rtr,tunnel10""",220
"""pozb_rtr,te3/3""",220
"""pozb_rtr,te2/4""",220
"""pozb_rtr,gi4/47""",220
"""pozb_rtr,gi1/2""",222
"""pozb_rtr,po35""",226
"""pozb_rtr,te3/4""",227
"""pozb_rtr,gi4/3""",228
"""pozb_rtr,gi1/1""",229
"""yoza_rtr,fa4/46""",231
"""yoza_rtr,gi2/8""",242
"""yoza_rtr,gi2/10""",244
"""yoza_rtr,fa4/45""",245
"""yoza_rtr,gi3/15""",247
"""yoza_rtr,fa4/7""",250
"""yoza_rtr,fa4/47""",252
"""yoza_rtr,gi2/15""",253
"""yoza_rtr,fa4/1""",254
"""yoza_rtr,gi3/12""",258
"""yoza_rtr,fa4/40""",259
"""yoza_rtr,fa4/2""",260
"""yoza_rtr,fa4/39""",268
"""yoza_rtr,fa4/44""",268
"""yoza_rtr,gi3/5""",268
"""yoza_rtr,gi2/1""",268
"""yoza_rtr,fa4/4""",268
"""yoza_rtr,gi3/6""",268
"""yozb_rtr,te1/3""",268
"""yozb_rtr,te2/4""",268
"""bbra_rtr,self""",268
"""bbra_rtr,te6/3""",268
"""yoza_rtr,self""",268
"""yoza_rtr,gi2/4""",268
"""yoza_rtr,fa4/41""",268
"""yoza_rtr,te7/2""",268
"""gozb_rtr,te3/1""",268
"""yoza_rtr,te1/3""",268
"""yoza_rtr,te1/1""",268
"""yoza_rtr,gi2/3""",268
"""yoza_rtr,gi2/13""",268
"""yoza_rtr,gi2/16""",268
"""yoza_rtr,gi3/3""",268
"""yoza_rtr,gi3/4""",268
"""yoza_rtr,fa4/42""",268
"""yoza_rtr,te7/4""",268
"""yoza_rtr,gi3/11""",268
"""yoza_rtr,gi2/9""",268
"""yoza_rtr,gi2/2""",268
"""yoza_rtr,te1/4""",268
"""yoza_rtr,gi2/5""",268
"""yoza_rtr,gi5/1""",268
"""yoza_rtr,fa4/37""",268
"""yozb_rtr,gi5/2""",270
